phase	pid	alloc_GiB	reserved_GiB	max_alloc_GiB	free_dev_GiB	rss_GiB	resident_GiB	detail
trace-installed	713206	None	None	None	-	0.971	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "vllm"}
trace-installed	713279	None	None	None	-	0.971	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713277	None	None	None	-	0.962	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713455	None	None	None	-	0.971	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713456	None	None	None	-	0.971	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
p1_before_target_construction	713456	0.059	0.061	0.059	18.5	1.357	0.328	{"cuda_ready": true, "fn": "base_loader.load_model", "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	2.039	2.682	2.495	15.878	1.45	2.949	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	2.772	3.41	2.772	15.15	1.451	3.678	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	3.505	4.137	3.505	14.423	1.451	4.404	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	4.238	4.885	4.238	13.675	1.452	5.152	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	4.971	5.611	4.971	12.949	1.452	5.879	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	5.705	6.34	5.705	12.22	1.452	6.607	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	6.438	7.088	6.438	11.472	1.453	7.355	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	7.171	7.814	7.171	10.746	1.453	8.082	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	7.904	8.543	7.904	10.017	1.454	8.811	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	8.637	9.27	8.637	9.291	1.454	9.537	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	9.371	10.018	9.371	8.542	1.455	10.285	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	10.104	10.744	10.104	7.816	1.455	11.012	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	10.837	11.473	10.837	7.087	1.456	11.74	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	11.57	12.219	11.57	6.341	1.456	12.486	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	12.303	12.947	12.303	5.613	1.457	13.215	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
p6a_after_int4_scratch_alloc	713456	13.037	13.674	13.037	4.886	1.456	13.941	{"buffers": {"expsum": {"dtype": "float32", "shape": [128, 24, 16]}, "max": {"dtype": "float32", "shape": [128, 24, 16]}, "output": {"dtype": "float32", "shape": [128, 24, 16, 256]}}, "cuda_ready": true, "fn": "mq3d_scratch_acquire", "plan": {"capacity": 128, "headdim_padded": 256, "max_num_batched_tokens": 2048, "max_num_seqs": 8, "max_query_len_3d": 16, "num_heads_kv": 4, "num_heads_q": 24, "row_bytes": 396288, "seq_threshold_3D": 32}, "pypath_set": true, "role": "vllm"}
trace-installed	713597	None	None	None	-	0.969	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713601	None	None	None	-	0.969	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713599	None	None	None	-	0.969	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713603	None	None	None	-	0.967	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "-c"}
trace-installed	713769	None	None	None	-	0.957	-0.0	{"cuda_ready": false, "pypath_set": true, "python": "3.12.14", "role": "cpuinfo.py"}
p4_after_marlin_repack	713456	14.368	15.08	14.446	3.48	1.578	15.348	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.08	14.446	3.48	1.586	15.348	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.119	14.446	3.441	1.586	15.387	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.121	14.446	3.439	1.586	15.389	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.277	14.534	3.283	1.586	15.545	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.277	14.534	3.283	1.586	15.545	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.375	14.534	3.185	1.586	15.643	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.375	14.534	3.185	1.586	15.643	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.375	14.534	3.185	1.586	15.643	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.375	14.534	3.185	1.586	15.643	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.395	14.534	3.166	1.586	15.662	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.395	14.534	3.166	1.586	15.662	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.473	14.534	3.087	1.586	15.74	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.473	14.534	3.087	1.586	15.74	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.57	14.534	2.99	1.586	15.838	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.57	14.534	2.99	1.586	15.838	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.57	14.534	2.99	1.586	15.838	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.57	14.534	2.99	1.586	15.838	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.57	14.534	2.99	1.586	15.838	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.57	14.534	2.99	1.586	15.838	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "RowParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.668	14.534	2.892	1.586	15.936	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_packed", "pypath_set": true, "role": "vllm"}
p4_after_marlin_repack	713456	14.368	15.668	14.534	2.892	1.586	15.936	{"cuda_ready": true, "dtypes": {"g_idx_sort_indices": "int32", "weight_g_idx": "int32", "weight_packed": "int32", "weight_scale": "bfloat16", "weight_shape": "int64", "weight_zero_point": "int32"}, "kernel": "MarlinLinearKernel", "module": "MergedColumnParallelLinear", "param": "weight_scale", "pypath_set": true, "role": "vllm"}
